Year,Month,Day,Hour,Minute,Temperature daily mean [2 m above gnd],Relative Humidity daily mean [2 m above gnd],Mean Sea Level Pressure daily mean [MSL],Total Precipitation (high resolution) daily sum [sfc],Total Precipitation (low resolution) daily sum [sfc],Total Cloud Cover daily mean [sfc],High Cloud Cover daily mean [high cld lay],Medium Cloud Cover daily mean [mid cld lay],Low Cloud Cover daily mean [low cld lay],Sunshine Duration daily sum [sfc],Wind Speed daily mean [10 m above gnd],Wind Direction daily mean [10 m above gnd],Temperature daily max [2 m above gnd],Temperature daily min [2 m above gnd],Relative Humidity daily max [2 m above gnd],Relative Humidity daily min [2 m above gnd],Mean Sea Level Pressure daily max [MSL],Mean Sea Level Pressure daily min [MSL],Total Cloud Cover daily max [sfc],Total Cloud Cover daily min [sfc],High Cloud Cover daily max [high cld lay],High Cloud Cover daily min [high cld lay],Medium Cloud Cover daily max [mid cld lay],Medium Cloud Cover daily min [mid cld lay],Low Cloud Cover daily max [low cld lay],Low Cloud Cover daily min [low cld lay],Wind Speed daily max [10 m above gnd],Wind Speed daily min [10 m above gnd]
2011,8,28,0,0,60.54,69.71,1020.6,0,0,21.79,2.12,0,21.21,735.94,3.18,200.21,70.03,50.99,94,49,1022.6,1018.2,100,0,15,0,0,0,100,0,5.45,0.81
2011,8,29,0,0,62.53,66.75,1017.59,0,0,14.44,5.96,3.83,10,791.92,5.18,244.76,68.68,54.05,89,50,1019.1,1016.2,100,0,34,0,41,0,100,0,11.61,0.5
2011,8,30,0,0,60.84,73.38,1015.61,0,0,38.58,8.46,13.46,38.58,484.58,3.2,311.53,69.39,53.35,95,52,1017.6,1013.4,100,0,100,0,100,0,100,0,8.05,0.63
2011,8,31,0,0,62.35,69.29,1013.29,0,0,16.84,7.88,16.38,0.42,634.66,2.77,263.79,72.57,52.12,87,54,1014.6,1011.6,69,0,100,0,69,0,10,0,5.45,0.22
2011,9,1,0,0,68.44,73.71,1013.31,2.4,0.1,66.76,49.33,64.5,10.75,179.42,2.42,177.24,76.86,58.23,91,60,1014.4,1011.8,100,5.1,100,10,100,0,100,0,4.78,0
2011,9,2,0,0,72.27,69.12,1013.05,0.7,0.6,41.3,7.5,39.21,19.54,490.58,3.51,198.48,81.14,63.82,94,55,1013.8,1011.9,100,0,26,0,100,0,100,0,5.42,0.71
2011,9,3,0,0,73.9,68.12,1012,1,0,40.13,43.21,38.67,3.79,452.74,4.59,129.23,82.99,63.79,83,51,1014,1010.2,100,0,100,0,100,0,61,0,8.3,2.12
2011,9,4,0,0,67.7,87.33,1012.4,17.6,20.6,93.54,67.17,91.12,67.92,5.3,3.16,222.22,72.9,64.22,96,74,1013.2,1011.8,100,15.9,100,3,100,0,100,0,7.52,0.89
2011,9,5,0,0,62.37,74.88,1019.16,1.8,7,48.33,23.12,29.29,48.33,447.17,10.94,263.11,67.57,53.44,95,57,1025.5,1013.1,100,0,100,0,100,0,100,0,15.8,5.22
2011,9,6,0,0,61.33,69.96,1022.77,0,0,25.57,33.5,21.21,0.42,732.55,4.64,220.25,70.68,52.03,93,55,1026.4,1019,100,0,100,0,100,0,10,0,9.42,1.12
2011,9,7,0,0,64.6,64.83,1017.53,0,0.5,69.01,46.12,62.12,31.38,433.85,13.45,254.18,69.96,61.09,74,51,1019.3,1016.4,100,6.3,100,17,100,0,100,0,20.82,5.65
2011,9,8,0,0,64.03,72.42,1015.7,0,0,86.5,59.62,46.83,83.33,191.55,8.36,259.91,70.74,58.48,93,53,1017.1,1014.1,100,10.5,100,5,100,0,100,0,14.78,2.01
2011,9,9,0,0,70.04,76.04,1014.57,0.2,1.4,39.17,0.21,1.58,39.17,509.97,4.56,251.95,76.23,63.28,88,66,1016.3,1013.2,100,0,3,0,38,0,100,0,7.72,0.92
2011,9,10,0,0,72.13,75.46,1012.4,0,0,17.26,23.79,15.12,0,751.48,4.5,146.11,82.94,60.3,93,57,1013.7,1010.8,100,0,100,0,100,0,0,0,7.26,1.5
2011,9,11,0,0,70.19,75.21,1013.87,2.1,2.6,42.13,51,30.21,26.58,452.49,5.07,173.27,79.47,64.2,94,55,1015.4,1011.9,100,0,100,0,100,0,100,0,14.11,0.45
2011,9,12,0,0,65.9,70.33,1017.39,0,0.4,28.75,19.21,2.71,26.92,573.45,6.71,258.24,73.98,58.1,96,45,1019.5,1015.4,100,0,100,0,60,0,100,0,10.33,4.03
2011,9,13,0,0,67.66,76.88,1016.71,1.3,0.7,43.33,0,0.5,43.33,522.42,7.14,242.61,75.15,60.89,89,64,1018,1015.5,100,0,0,0,10,0,100,0,13.3,2.28
2011,9,14,0,0,62.03,73.62,1019.54,0.7,0.3,44.5,0,1.25,44.5,483.82,6.21,285.18,68.29,55.58,94,55,1021.3,1017.2,100,0,0,0,10,0,100,0,10.43,2.98
2011,9,15,0,0,59.08,73.33,1019.88,0,0,29.52,9.88,0.29,26.71,434.61,2.63,251.28,68.38,51.04,90,57,1021.6,1018,100,0,40,0,7,0,100,0,4.61,0.89
2011,9,16,0,0,64.27,77.29,1016.7,0,0,33.68,21.33,32.62,12.92,564.86,4.15,148.95,76.03,50.5,93,58,1018.7,1014.4,100,0,100,0,100,0,100,0,7.5,0.22
2011,9,17,0,0,66.71,79.88,1013.53,6.7,11.9,51.26,8.5,43.58,37.96,535.54,5.55,202.6,73.42,61.02,93,68,1016,1009.8,100,0,35,0,100,0,100,0,13.3,0.95
2011,9,18,0,0,56.65,76.08,1009.39,2.7,21,75.58,66.33,68.88,62.67,90.37,7.75,226.01,62.46,47.7,96,54,1011.4,1006.8,100,0,100,0,100,0,100,0,15.12,0
2011,9,19,0,0,52.36,79.12,1014.59,5.5,3.2,73.5,0,11.58,73.5,82.34,7.08,232.94,56.53,45.79,85,72,1021.4,1010.5,100,0,0,0,100,0,100,0,12.11,2.38
2011,9,20,0,0,56.02,77.17,1023.49,0,0,24,1.5,0,23.96,694.98,4.04,133.6,64.8,46.13,96,59,1025.8,1021.4,100,0,33,0,0,0,100,0,6.62,1.75
2011,9,21,0,0,58.69,71.5,1020.88,0,0,6.41,15.96,2.96,0,733.89,2.53,178.96,68.07,48,88,54,1022.4,1019.1,69,0,100,0,69,0,0,0,4.56,0.67
2011,9,22,0,0,61.06,76.96,1020,0,0,22.76,26.58,20.83,0.21,711.17,3.95,277.46,69.01,54.3,94,62,1021,1018.9,100,0,100,0,100,0,3,0,7.36,0
2011,9,23,0,0,59.31,79.75,1018.23,0,0,33.78,6.21,1.96,31.42,359.07,3.24,278.83,68.72,51.46,95,61,1020.3,1015.8,100,0,33,0,18,0,100,0,7.33,0.22
2011,9,24,0,0,63.25,77.25,1015.61,0,0,6.78,11,5.58,0,725.13,3.48,108.55,73.4,50.4,94,60,1016.5,1014.5,100,0,100,0,100,0,0,0,7.31,0.22
2011,9,25,0,0,67.31,71,1019.48,0,0,28.99,25.92,27.12,1.25,636.23,3.03,185.43,74.89,60.84,86,57,1022.2,1016.7,100,0,100,0,100,0,10,0,5.61,0.22
2011,9,26,0,0,66.99,68.38,1024.08,0,0,14.04,17.62,12.5,0,722.59,2.29,172.25,74.46,59.47,81,54,1025.9,1022.3,100,0,100,0,100,0,0,0,3.26,1.27
2011,9,27,0,0,67.4,67.17,1027.08,0,0,36.23,18,36.04,0,434.21,2.23,183.5,75.69,60.53,79,55,1028.2,1025.7,100,0,100,0,100,0,0,0,5.11,0.45
2011,9,28,0,0,63.46,74.5,1027.09,0,0,0,0,0,0,716.02,3.61,121.16,76.51,54.23,89,49,1028.1,1025.2,0,0,0,0,0,0,0,0,8.97,0
2011,9,29,0,0,64.82,76.12,1026.13,0,0,20.29,23.33,18.42,0,684.77,6.14,108.89,75.04,55.38,94,61,1027.8,1024.3,100,0,100,0,100,0,0,0,10.72,2.12
2011,9,30,0,0,64.49,70.42,1025.54,0,0,7.68,4.71,7.67,0,709.03,4.34,190.71,73.15,52.5,89,59,1026.7,1024.2,100,0,100,0,100,0,0,0,9.02,1.57
2011,10,1,0,0,65.89,69.62,1025.37,0,0,2.24,7.46,0,0,682.05,3.58,195.98,74.39,57.29,86,55,1026.6,1024.3,5.7,0,19,0,0,0,0,0,6.04,1.7
2011,10,2,0,0,65.57,69.79,1024.67,0,0,0.86,2.88,0,0,694.48,2.78,220.72,73.71,57.4,84,56,1026.1,1023.1,4.2,0,14,0,0,0,0,0,4.5,1.2
2011,10,3,0,0,64.84,66.79,1023.55,0,0,0,0,0,0,699.02,3.96,220.21,73.98,57.85,80,47,1024.3,1022.3,0,0,0,0,0,0,0,0,6.62,0.5
2011,10,4,0,0,63.89,65.71,1023.79,0,0,0.68,2.17,0,0.17,695.62,4.51,212.95,73.72,56.32,94,46,1025.1,1022,5.4,0,18,0,0,0,4,0,9.28,1.12
2011,10,5,0,0,62.55,75.75,1023.37,0,0,30.28,6.42,0,29.83,641.15,4.3,258.53,68.31,58.24,88,61,1024.8,1021.9,100,0,32,0,0,0,100,0,9.34,0.5
2011,10,6,0,0,61.52,75.58,1016.98,7.8,5.8,56.58,35.08,33.88,47.71,325.61,8.82,221.53,69.22,52.97,96,60,1022.3,1010.9,100,0,100,0,100,0,100,0,16.84,1.61
2011,10,7,0,0,50.38,74,1017.38,10.1,7.3,47.37,13.12,26.79,43.75,457.67,14.09,270.54,53.65,46.89,88,58,1019.6,1014.4,100,0,100,0,100,0,100,0,18.91,8.32
2011,10,8,0,0,48.65,84.04,1018.4,12.7,17.3,100,5.33,81.08,100,0,14.54,275.24,51.1,46.33,89,76,1020,1017,100,100,57,0,100,0,100,100,18.78,10.97
2011,10,9,0,0,50.76,81.21,1022,6.8,8.2,85.67,23.79,39.71,78.46,204.19,4.75,250.8,57.18,46,93,64,1024.1,1018.4,100,0,100,0,100,0,100,0,9.64,1.43
2011,10,10,0,0,58.57,84.42,1023.04,6,11.6,80.58,45.71,31.71,79.62,145.71,11.72,243.56,65.44,48.9,94,76,1024.9,1020.2,100,4,100,0,100,0,100,0,16.58,0.32
2011,10,11,0,0,59.96,81.71,1024.54,0,0,38.9,29.38,6.12,28.25,282.6,9.08,262.75,66.63,55.22,93,66,1025.9,1022.8,100,3,100,0,98,0,100,0,12.58,5.16
2011,10,12,0,0,57.1,83.38,1023.1,0.3,0.2,68.46,28.54,8.33,57.12,190.21,9.21,268.44,62.01,52.79,96,66,1024.7,1021.5,100,3.3,100,0,100,0,100,0,12.85,5.83
2011,10,13,0,0,56.13,83.88,1024.99,1,1.8,69,0,0,69,374.79,5.96,281.09,61.54,52.05,91,72,1027.1,1022.3,100,0,0,0,0,0,100,0,10.07,2.21
2011,10,14,0,0,50.66,67.17,1027.67,0,0,29.17,0,0,29.17,646.79,8.33,103.08,57.61,43.75,95,44,1029.1,1026.2,100,0,0,0,0,0,100,0,14.32,1
2011,10,15,0,0,45.64,74.88,1027.15,0,0,7.04,3.25,0,6.5,633.85,5.48,116,56.34,37.74,95,59,1028.9,1024.9,100,0,18,0,0,0,100,0,13.71,0.81
2011,10,16,0,0,49.25,81.04,1025.55,0,0,14.43,0.58,0,14.25,582.79,3.87,137.24,59.56,36.77,94,67,1026.8,1024.1,100,0,12,0,0,0,100,0,7.3,0.22
2011,10,17,0,0,53.88,75.83,1023.68,0,0,25.18,2.12,0,24.88,407.39,3.43,190.47,61.93,44.51,89,59,1025.8,1021.2,100,0,12,0,0,0,100,0,7.25,1.2
2011,10,18,0,0,56.18,70.04,1017.15,0.7,0,28.42,28.38,25.04,4.17,547.84,5.31,178.44,69.21,44.44,91,43,1021.4,1013.2,100,0,100,0,100,0,100,0,8.64,0
2011,10,19,0,0,43.51,87.5,1019.79,16.5,21.7,100,38.96,75.25,95.83,0,7.97,278.26,54.68,38.88,95,75,1023.9,1014.5,100,100,100,0,100,0,100,0,16.63,1.2
2011,10,20,0,0,45.31,79.5,1026.12,0.2,0.3,41.96,0,0,41.96,453.71,3.79,225.73,50.7,40.39,92,59,1028.1,1024.1,100,0,0,0,0,0,100,0,6.27,0.95
2011,10,21,0,0,42.07,80.62,1026.7,0,0,30.42,0,0,30.42,333.82,3.34,186.73,52.5,36.07,95,52,1028.6,1024.5,100,0,0,0,0,0,100,0,8.3,0.92
2011,10,22,0,0,43.68,74.75,1022.73,0,0,0,0,0,0,635.53,6.72,111.07,54.86,34.66,87,63,1025.5,1020.3,0,0,0,0,0,0,0,0,11.22,4.16
2011,10,23,0,0,45.56,73.58,1018.33,0,0,0,0,0,0,632.29,5.4,110.45,56.52,34.86,89,60,1021.4,1014.6,0,0,0,0,0,0,0,0,7.01,3.41
2011,10,24,0,0,46.26,69.67,1009.28,0,0,71.71,12.5,32.71,71.58,0,10.58,114.49,55.85,37.2,91,57,1015.4,1005,100,0,100,0,100,0,100,0,14.21,5.34
2011,10,25,0,0,51.63,71.96,1005.09,0.7,1.7,78.75,31.29,53.25,69.58,240.62,7.65,145.06,59.58,44.92,80,59,1009.7,1002.9,100,0,100,0,100,0,100,0,12.31,2.11
2011,10,26,0,0,52.09,74.83,1014.35,0,1.3,30.39,2.96,16.29,25.38,562.69,3.84,127.07,58.5,46.35,92,60,1016.2,1010.2,100,0,22,0,100,0,100,0,5.92,2.06
2011,10,27,0,0,50.61,77.38,1015.81,0,0,26.19,26.5,22.67,0,313.38,6.18,107.44,58.82,42.62,86,67,1018.7,1014.1,100,0,100,0,100,0,0,0,10.5,1.3
2011,10,28,0,0,52.02,70.67,1023.18,0,0,36.19,53.71,28.21,0,184.84,4.88,142.78,61.65,41.63,89,59,1025.6,1019.6,100,3.6,100,10,100,0,0,0,9.22,0.45
2011,10,29,0,0,55.01,74.83,1024.84,0,0,29.45,16.38,3.58,25,586.34,3.37,137,62.02,44.96,88,66,1026.2,1023.2,100,0,38,0,30,0,100,0,7.36,0
2011,10,30,0,0,57.53,74.71,1023.12,0,0,96.25,6.88,0.04,96.25,0,2.71,236.83,60.91,53.83,85,69,1024.6,1021.5,100,10,25,0,1,0,100,10,4.93,0.22
2011,10,31,0,0,54.58,80.71,1018.84,0,0,3.38,11.25,0,0,583.69,3.39,113.86,60.73,47.7,95,69,1021.6,1015.8,7.2,0,24,0,0,0,0,0,5.1,1.12
2011,11,1,0,0,54.03,74.58,1017.07,0,0,12.79,6.42,12.42,0,541.03,5.35,114.14,62.96,43,88,64,1018.3,1016.1,73,0,25,0,73,0,0,0,7.01,3.12
2011,11,2,0,0,53.61,70.62,1014.74,0,0,48.69,1.46,4.62,44.67,227.09,8.44,122.53,60.98,43.66,91,57,1018.3,1010.5,100,0,15,0,51,0,100,0,12.11,2.86
2011,11,3,0,0,52.52,71.5,1007.81,0,0,81.39,49.62,76.25,44.21,170.06,10.71,116.09,61.63,43.5,81,62,1010.8,1003.8,100,5.1,100,0,100,0,100,0,13.01,7.57
2011,11,4,0,0,52.43,81.92,1004.64,0.2,0,96.75,79.58,96.75,70.17,2.26,5.98,204.67,56.07,47.89,96,68,1005.9,1003.3,100,48,100,14,100,48,100,0,11.13,1.12
2011,11,5,0,0,52.77,86.12,1004.71,0,0,73.6,78.67,72.88,28.75,85.96,2.92,279.99,58.77,47.39,96,74,1006.5,1003.4,100,1.8,100,6,100,0,100,0,6.04,0.22
2011,11,6,0,0,50.88,87.79,1009.55,0,0,49.2,36.71,25.38,28.29,183.27,3.88,287.32,59.11,44.42,96,74,1012.3,1006.9,100,0,100,0,100,0,100,0,6.52,2
2011,11,7,0,0,49.45,91.08,1014.68,0,1.8,92.25,14.25,57.33,79.75,0,2.42,218.56,52.75,46.24,97,84,1016.3,1011.8,100,1,100,0,100,0,100,0,4.91,0.81
2011,11,8,0,0,51.19,81.67,1016.59,0,0.5,64.58,36.79,54.25,33.33,259.91,2.43,227.46,57.69,44.62,96,70,1018.8,1015.6,100,0,100,0,100,0,100,0,3.91,0.89
2011,11,9,0,0,50.21,73.38,1020.22,0,0,1.91,2.5,1.62,0,573.89,3.17,175.75,58.77,40.51,87,60,1021.6,1018.4,31,0,24,0,31,0,0,0,7.65,0.22
2011,11,10,0,0,46.22,78.58,1020.88,0,0,0.24,0.79,0,0,577.34,1.26,195.12,54.45,38.32,87,69,1022.4,1019.5,5.7,0,19,0,0,0,0,0,2.69,0.22
2011,11,11,0,0,44.24,81.04,1021.74,0,0,0,0,0,0,574.54,7.44,107.98,53.11,36.7,94,69,1025.6,1020.3,0,0,0,0,0,0,0,0,12.75,2.06
2011,11,12,0,0,45.38,79.62,1029.78,0,0,1.29,4.29,0,0,556.27,4.41,134.33,56.52,35.76,92,64,1031.9,1026.1,5.4,0,18,0,0,0,0,0,6.8,1.36
2011,11,13,0,0,43.35,81.5,1031.27,0,0,0.08,0,0,0.08,569.06,3.36,132.88,53.19,32.4,96,68,1033,1029.9,2,0,0,0,0,0,2,0,10.05,0
2011,11,14,0,0,39.49,76.25,1026.48,0,0,0.94,0.5,0,0.92,566.37,3.62,139.04,49.77,29.61,96,59,1030.6,1023.2,5,0,12,0,0,0,5,0,6.52,0.22
2011,11,15,0,0,37.4,70.12,1020.89,0,0,1.89,6.29,0,0,556.67,3.01,149.33,48.72,26.65,93,52,1022.8,1018.5,5.4,0,18,0,0,0,0,0,7.44,0.63
2011,11,16,0,0,36.99,73,1021.58,0,0,3.55,11.83,0.21,0,537.9,3.26,103.48,45.05,26.38,86,59,1023.2,1020.2,8.4,0,28,0,5,0,0,0,5.91,0.92
2011,11,17,0,0,43.57,64.58,1024.87,0,0,0.78,0.5,0,0.62,557.71,3.33,151.76,52.14,37.17,79,44,1025.8,1023.5,12,0,7,0,0,0,12,0,4.8,0.32
2011,11,18,0,0,44.44,76.12,1024.12,0,0,7.89,5.46,0,6.25,537.78,4.74,114.02,52.61,38.73,92,55,1025.9,1022,100,0,15,0,0,0,100,0,6.84,2.42
2011,11,19,0,0,43.13,59.75,1021.76,0,0,20.12,23.25,18.12,0,494.73,6.45,117.37,52.74,31.77,82,37,1023,1020.1,100,0,100,0,100,0,0,0,11.43,2.11
2011,11,20,0,0,45.38,59.42,1021.47,0,0,53.42,8.46,53.21,10.79,296.93,5.73,116.83,54.18,37.47,81,42,1022.9,1019.8,100,0,30,0,100,0,99,0,8.85,2.73
2011,11,21,0,0,44.31,72.25,1018.57,0,0,6.58,8.17,0.04,4.08,535,4.9,109.42,53.1,35.13,87,59,1020.9,1016.3,97,0,18,0,1,0,97,0,7.02,1.84
2011,11,22,0,0,43.28,70.67,1018.68,0,0,12.55,18.42,10.75,0,490.88,2.71,177.36,50.04,34.88,86,61,1020.9,1017.6,37,0,38,0,37,0,0,0,3.69,2.03
2011,11,23,0,0,42.15,73.5,1025.24,0,0,1.05,3.5,0.33,0,544.26,2.51,215.42,47.14,38.62,82,68,1030,1021.3,5.7,0,19,0,4,0,0,0,4.11,0.92
2011,11,24,0,0,37.99,72.29,1031.91,0,0,1.49,4.54,0.12,0,528.56,3.32,163.78,43.12,29.43,84,64,1034.3,1029.9,7.8,0,26,0,3,0,0,0,7.91,0.67
2011,11,25,0,0,37.75,68.88,1030.97,0,0,2.29,7.62,0,0,524.1,3.49,148.13,46.47,29.93,81,56,1032.2,1029.1,9.6,0,32,0,0,0,0,0,5.2,0.67
2011,11,26,0,0,41.49,71.79,1032.8,0,0,43.77,41.62,15.54,29.29,220.83,2.46,159.24,45.84,36.73,89,58,1035.4,1030.8,100,0,100,0,100,0,100,0,5.88,0.22
2011,11,27,0,0,42.07,79.62,1028.79,0,0,16.71,0,0,16.71,535.85,3.78,195.79,50.16,36.82,99,59,1030.9,1026.1,100,0,0,0,0,0,100,0,6.11,1.12
2011,11,28,0,0,43.12,81.04,1027.27,0,0.3,81.33,33,62.92,20.83,0,2.45,203.24,47.05,39.24,87,75,1029.6,1025,100,0,100,0,100,0,100,0,5.11,0.22
2011,11,29,0,0,44.44,76.92,1022.7,0,0,58.08,0,58.08,0.42,95.73,5.08,114.75,53.24,34.57,87,58,1025.4,1020.2,100,0,0,0,100,0,10,0,7.33,3.36
2011,11,30,0,0,50.47,79.21,1026.26,0,0,73.46,35.46,44.83,42.71,60.75,3.99,210.08,55.08,45.5,90,69,1028.3,1022.3,100,6,100,0,100,0,100,0,6.73,1.14
2011,12,1,0,0,47.3,80.71,1021.77,0,0,26.71,19.62,24.92,1.92,390.62,4.7,133.12,56.21,38.66,93,59,1025.9,1015.9,97,2.1,100,7,97,0,32,0,7.36,0.81
2011,12,2,0,0,47.44,77.42,1015.61,2.9,9.7,99.29,28.83,77.75,65.08,0,5.69,188.54,55.71,41.54,96,49,1019.2,1013,100,83,100,0,100,0,100,0,9.66,2.06
2011,12,3,0,0,44.54,75.38,1016.5,2.3,2.3,83.5,43.04,78.08,73.71,134.38,10.15,238.48,48.04,41.09,92,53,1019.8,1012,100,0,100,0,100,0,100,0,19.19,2.69
2011,12,4,0,0,51.43,74.67,1008.6,2.2,6.8,93.48,62.62,62.33,88.88,43.69,13.15,227.1,55.36,46.36,81,70,1011.7,1001.5,100,15.3,100,0,100,0,100,4,21.91,3.14
2011,12,5,0,0,44.74,76.58,1009.46,9,9.2,75.62,5.88,40.33,69.33,0.42,16.76,261.21,53.92,39.15,87,72,1014.7,1000.3,100,1,68,0,100,0,100,0,27.08,10.7
2011,12,6,0,0,41.89,78.88,1013.92,3.1,8.6,90.92,2.33,86.21,70.92,99.44,16.41,255.29,44.62,39.96,85,74,1016.5,1011.8,100,33,30,0,100,28,100,9,21.11,3.59
2011,12,7,0,0,46.75,79.75,1013.98,6.8,11.4,86,37.88,58.58,65.58,53.65,19.94,256.9,51.75,41.04,89,75,1020.5,1010.8,100,5,100,0,100,0,100,2,26.21,4.61
2011,12,8,0,0,44.87,75.38,1023.97,1.5,1.7,64.75,18.33,27.33,37.46,246.87,9.99,251.15,49.71,40.37,89,58,1028.3,1019.2,100,0,100,0,100,0,100,0,17.9,5.16
2011,12,9,0,0,50.72,71.17,1016.14,1.1,6.1,95.21,77.83,86.75,72.25,14.04,14.69,254.36,55.24,45,93,65,1019,1014,100,32,100,20,100,32,100,0,19.91,6.37
2011,12,10,0,0,43.2,91.42,1017.6,10.1,18.7,95.88,10.29,41,95.88,0,4.95,278.47,48.27,39.22,94,88,1020.4,1015.1,100,1,100,0,100,0,100,1,10.82,1.8
2011,12,11,0,0,42.35,89.71,1017.4,0,0.4,76.58,2.75,7.96,71.29,180,2.14,174.26,47.07,39.13,94,83,1020.8,1013.6,100,0,28,0,71,0,100,0,7.33,0.22
2011,12,12,0,0,43.65,74.96,1014.14,6.4,4.9,65.92,25.33,65.92,63.25,32.52,11.11,216.41,48.9,35.69,86,63,1020.8,1008.6,100,0,100,0,100,0,100,0,21.29,5.16
2011,12,13,0,0,44.68,61.75,1011.42,0.7,1.2,78.93,61.54,74.21,50.38,0,14.65,201.16,51.31,34.79,81,32,1019.6,1007,100,0,100,0,100,0,100,0,27.7,5.16
2011,12,14,0,0,47.68,73.75,1009.44,5.8,3.1,38.96,0,36.58,30.71,167.89,13.66,235.91,52.45,42.1,86,64,1013.5,1006.7,100,0,0,0,100,0,100,0,22,4.84
2011,12,15,0,0,43.48,72.96,1011.92,3.5,4.6,62,31.12,60.25,40.58,270.33,13.94,229.84,45.9,41.18,78,66,1014.1,1008,100,0,100,0,100,0,100,0,22.65,4.97
2011,12,16,0,0,44.23,73.33,993.26,16.3,23.7,69.48,66.46,66.42,60.71,82.66,31.04,244.15,50.02,36.28,85,64,1006.2,983.6,100,0,100,0,100,0,100,0,46.19,19.54
2011,12,17,0,0,36.64,85.08,1005.8,2.2,2.7,69.79,3.5,37.58,65.62,22.24,17.81,271.6,40.41,34.7,91,77,1012.1,996.8,100,0,34,0,100,0,100,0,26.92,7.5
2011,12,18,0,0,35.85,84.08,1013.65,2,7.4,84.33,0,58.62,76.79,106.6,13.18,275.23,38.43,31.03,91,73,1019.7,1009.6,100,4,0,0,100,0,100,1,17.29,7.11
2011,12,19,0,0,31.55,81.62,1021.16,1.6,2.5,46.42,0.67,32.5,39.33,316.07,10.88,229.24,35.56,26.06,95,70,1024.2,1017.9,100,0,12,0,100,0,100,0,19.02,2.91
2011,12,20,0,0,35.77,87.21,1015.65,8.6,10.1,100,12.83,74.42,100,0,15.76,237.74,39.25,30.45,96,72,1021.8,1011.9,100,100,84,0,100,0,100,100,27.54,4.7
2011,12,21,0,0,38.84,87,1021.36,9.3,5.6,100,37.33,91.38,99.33,0,10.51,254.39,40.93,36.28,93,80,1022.8,1020.2,100,100,100,0,100,39,100,84,19.77,3.47
2011,12,22,0,0,44.69,89.54,1025.72,7,8.4,96.21,15.25,53.38,95.96,0,8.89,259.25,48.2,40.57,93,86,1029,1023.2,100,9,100,0,100,0,100,3,14.55,3.49
2011,12,23,0,0,44.2,87.5,1026.17,0,0,78.21,0,0.17,78.21,53.62,6.04,246.79,47.7,39.7,97,75,1029.8,1022.4,100,2,0,0,4,0,100,2,9.42,3.5
2011,12,24,0,0,39.21,83.08,1028.05,5.2,8.1,69.58,0,42.83,63.25,47.71,13.16,270.99,44.33,33.19,94,75,1035.7,1019.3,100,0,0,0,100,0,100,0,21.51,4.97
2011,12,25,0,0,37.24,76,1037.71,0,0,16.05,2.62,5.12,12.33,508.55,3.21,168.23,43.34,32.67,94,65,1040,1035.7,100,0,21,0,83,0,100,0,5.41,1.43
2011,12,26,0,0,38.99,73.46,1039.15,0,0,1.69,5.62,0,0,498.43,2.76,148.95,44.17,35.17,83,66,1040.5,1037.6,6.3,0,21,0,0,0,0,0,4.08,1.7
2011,12,27,0,0,37.79,84.17,1036.85,0,0,25.6,1.71,0,25.08,503.52,1.95,193.31,42.39,35.08,96,71,1038.6,1035,100,0,16,0,0,0,100,0,3.33,0.22
2011,12,28,0,0,37.75,79.04,1031.05,0,0,28.27,18.29,11.04,19.67,474.64,3.75,152.81,45.36,31.35,96,59,1035.7,1027.6,100,3.6,34,0,100,0,100,0,6.33,1.2
2011,12,29,0,0,39.44,83.62,1028.07,0.1,1.6,61.62,11.33,37.42,60.88,412.89,11.95,258.24,42.1,36.21,92,72,1030.8,1022.8,100,2,100,0,100,0,100,0,24.64,7.25
2011,12,30,0,0,38.95,81.62,1019.29,6,12.9,89.67,23.17,53.12,84.62,137.02,19.15,265.97,40.57,37.76,87,73,1022.5,1015.9,100,0,100,0,100,0,100,0,29.25,9.43
2011,12,31,0,0,44.38,85.46,1016.84,21.2,18.2,100,36.33,95.29,100,0,9.19,227.4,50.92,36.41,93,74,1020.6,1015.1,100,100,100,0,100,11,100,100,14.65,3.13
2012,1,1,0,0,52.2,80.12,1018.41,0.1,1.2,78.12,46.71,50.54,50.75,34.92,9.47,224.09,58.03,46.63,89,68,1020.2,1015.9,100,5,100,0,100,0,100,0,13.56,5.73
2012,1,2,0,0,48.1,75.96,1015.75,4.2,6.7,94.08,61.38,82.46,66.46,10.32,10.88,228.17,53.1,41.94,87,66,1022.9,1011.5,100,35,100,0,100,0,100,0,22.06,3.16
2012,1,3,0,0,43.03,74.25,1023.4,0.3,1.2,41.27,19.88,23.46,28.62,387.79,11.97,219.96,50.54,33.51,91,49,1027.9,1017.6,100,0.9,85,0,100,0,100,0,22.34,4.89
2012,1,4,0,0,44.41,74.79,1022.85,6.3,4.6,68.43,22.96,51.79,51.5,336.04,17.71,257.24,49.32,40.17,86,63,1027.7,1015.9,100,0,100,0,100,0,100,0,22.52,11.93
2012,1,5,0,0,43.99,74.58,1007.99,6,12.1,92.12,45.25,77.17,73.42,39.57,26.29,258.74,48.78,40.86,83,66,1023.1,998.2,100,40,100,0,100,0,100,0,33.39,17.81
2012,1,6,0,0,38.5,78.29,1018.79,0.8,6.8,91.79,0.96,8.92,91.29,0,16.13,289.71,42.42,34.32,86,68,1028.3,1006.5,100,26,6,0,100,0,100,14,20.14,12.03
